"Product Name","Installed Base Track","IP Type","Product: Created Date","Product Family","Product Group","Product Family Group","Product Service Group","Sibex Name","AARO Code","Business Area","Business Responsible","Product Group Description","Item Group","Item Group Description","Active (Product)","Product Code","Movex Part Number","Oracle CPQ Cloud Part Number","Status","Movex Full Description","Product: Created By"
"THINKQA CX-PRETREA EP1011 V1.0","Yes","Software","8/11/2023","Linac 3rd Party","QA3P","DOSIsoft","DOSIsoft Software","DOSISOFT SW EPIB","QA3P","382","DIV382","3rd Party QA Software","332","Software","1","C#89542-10","C#89542-10","C#89542-10","Released","THINKQA CX-PRETREAT EP1011 V1.0","Movex IntegrationUser"
"THINKQA CX-IN VIVO EP1001 V2.0","Yes","Software","8/11/2023","Linac 3rd Party","QA3P","DOSIsoft","DOSIsoft Software","DOSISOFT SW EPIG","QA3P","382","DIV382","3rd Party QA Software","332","Software","1","C#89543-20","C#89543-20","C#89543-20","Released","THINKQA CX-IN VIVO EP1001 V2.0","Movex IntegrationUser"
"THINKQA CX-SDC UNI TK2020 V2.0","Yes","Software","8/11/2023","Linac 3rd Party","QA3P","DOSIsoft","DOSIsoft Software","THINKQA FOR UNITY","QA3P","382","DIV382","3rd Party QA Software","332","Software","1","C#89547-20","C#89547-20","C#89547-20","Released","THINKQA CX-SDC UNITY TK2020 V2.0","Movex IntegrationUser"
"MONACO-SIM-SAAS","Yes","Feature","8/11/2023","Informatics","OISS","OIS","","","OISS","382","DIV382","Informatics Subscriptions","SUBS","Subscription","1","PCK-MONSIM-SAAS","PCK-MONSIM-SAAS","PCK-MONSIM-SAAS","Released","MONACO-SIM-SAAS","Movex IntegrationUser"
"THINKQA CX-SDC LINAC TK2010 V2","Yes","Software","8/18/2023","Linac 3rd Party","QA3P","DOSIsoft","DOSIsoft Software","THINKQA FOR LINAC","QA3P","382","DIV382","3rd Party QA Software","332","Software","1","C#89549-20","C#89549-20","C#89549-20","Released","THINKQA CX-SDC LINAC TK2010 VERSION 2.0","Movex IntegrationUser"
"THINKQA CX-SDC UP UNI TK2021V2","Yes","Software","8/25/2023","Linac 3rd Party","QA3P","DOSIsoft","DOSIsoft Software","THINKQA FOR UNITY","QA3P","382","DIV382","3rd Party QA Software","332","Software","1","C#89548-20","C#89548-20","C#89548-20","Released","THINKQA CX-SDC UP UNITY TK2021 V2.0","Movex IntegrationUser"
"THINKQA CX-SDC UP LIN TK2011V2","Yes","Software","8/25/2023","Linac 3rd Party","QA3P","DOSIsoft","DOSIsoft Software","THINKQA FOR LINAC","QA3P","382","DIV382","3rd Party QA Software","332","Software","1","C#89550-20","C#89550-20","C#89550-20","Released","THINKQA CX-SDC UP LINAC TK2011 VERSION 2.0","Movex IntegrationUser"
"ELEKTA PLATFORM MASTER DEVICE","Yes","Product","9/15/2023","Informatics","OISS","OIS","PLATFORM","","OISS","382","DIV382","Informatics Subscriptions","MONS","Monaco Products - Other (Incl Printer, V","1","#ELEKTAPLATFORM","#ELEKTAPLATFORM","#ELEKTAPLATFORM","Released","ELEKTA PLATFORM MASTER DEVICE","Movex IntegrationUser"
"SRP - DIRECT ACCESS 4.11.1","Yes","Software","12/19/2025","Linac TPS","CSRV","RTP","","","CMS1","382","DIV382","CMS mainten suppo","MONM","Monaco Products - Main","1","C#89421-4111","C#89421-4111","C#89421-4111","Released","SRP - DIRECT ACCESS 4.11.1","Movex IntegrationUser"
"MS WIN SRVR 2022 BNDL10 USERS","Yes","Software","12/19/2025","Linac TPS","CSRV","RTP","","","CMS1","382","DIV382","CMS mainten suppo","MONM","Monaco Products - Main","1","C#91738-2022","C#91738-2022","C#91738-2022","Released","MICROSOFT WINDOWS SERVER 2022 BUNDLE - 10 USERS","Movex IntegrationUser"
"CITRIX UNIVERSAL MSP LICENSE","Yes","Software","12/26/2025","Linac TPS","CSRV","RTP","","","CMS1","382","DIV382","CMS mainten suppo","MONS","Monaco Products - Other (Incl Printer, V","1","C#91761","C#91761","C#91761","Released","CITRIX UNIVERSAL MSP LICENSE","Movex IntegrationUser"
"EOP PROTON SAAS","Yes","Feature","7/4/2025","Informatics","OISS","OIS","","","OISS","382","DIV382","Informatics Subscriptions","SUBS","Subscription","1","PCK-EOP-PROTON","PCK-EOP-PROTON","PCK-EOP-PROTON","Released","Elekta ONE Planning Proton Subscription Software Package","Movex IntegrationUser"
"SRP - ELEKTA PLATFORM","Yes","Software","7/25/2025","Informatics","OISS","OIS","","","OISS","382","DIV382","Informatics Subscriptions","SUBS","Subscription","1","C#89513-24","C#89513-24","C#89513-24","Use then remove from assortment","SRP - ELEKTA PLATFORM SOFTWARE 2.4","Movex IntegrationUser"
"THINKQA SOFTWARE","Yes","Software","8/1/2025","Linac 3rd Party","QA3P","DOSIsoft","THINKQA Software","THINKQA Software","QA3P","382","DIV382","3rd Party QA Software","3P","Third Party Hardware & Software","1","C#82000-30","C#82000-30","C#82000-30","Released","THINKQA SOFTWARE","Movex IntegrationUser"
"THINKQA CX-UPG SDC LINAC-FULL","Yes","Feature","8/1/2025","Linac 3rd Party","QA3P","DOSIsoft","THINKQA Features","THINKQA UPGRADE PACKAGE","QA3P","382","DIV382","3rd Party QA Software","3P","Third Party Hardware & Software","1","C#82010-30","C#82010-30","C#82010-30","Released","THINKQA UPG - SECDOSCHECK TO FULL PACK LINAC","Movex IntegrationUser"
"THINKQA CX-UPG SDC LINAC","Yes","Feature","8/1/2025","Linac 3rd Party","QA3P","DOSIsoft","THINKQA Features","THINKQA UPGRADE PACKAGE","QA3P","382","DIV382","3rd Party QA Software","3P","Third Party Hardware & Software","1","C#82011-30","C#82011-30","C#82011-30","Released","THINKQA UPG - SECDOSCHECK PER LINAC","Movex IntegrationUser"
"THINKQA CX-UPG SDC UNITY","Yes","Feature","8/1/2025","Linac 3rd Party","QA3P","DOSIsoft","THINKQA Features","THINKQA UPGRADE PACKAGE","QA3P","382","DIV382","3rd Party QA Software","3P","Third Party Hardware & Software","1","C#82012-30","C#82012-30","C#82012-30","Released","THINKQA UPG - SECDOSCHECK PER UNITY","Movex IntegrationUser"
"THINKQA CX-UPG EPIBEAM-PTC","Yes","Feature","8/1/2025","Linac 3rd Party","QA3P","DOSIsoft","THINKQA Features","THINKQA UPGRADE PACKAGE","QA3P","382","DIV382","3rd Party QA Software","3P","Third Party Hardware & Software","1","C#82013-30","C#82013-30","C#82013-30","Released","THINKQA UPG - EPIBEAM TO PRE-TREATCHECK","Movex IntegrationUser"
"THINKQA CX-UPG EPIGRAY-IVC","Yes","Feature","8/1/2025","Linac 3rd Party","QA3P","DOSIsoft","THINKQA Features","THINKQA UPGRADE PACKAGE","QA3P","382","DIV382","3rd Party QA Software","3P","Third Party Hardware & Software","1","C#82014-30","C#82014-30","C#82014-30","Released","THINKQA UPG - EPIGRAY TO IN-VIVOCHECK","Movex IntegrationUser"
"THINKQA CX-PRETREAT","Yes","Feature","8/1/2025","Linac 3rd Party","QA3P","DOSIsoft","THINKQA Features","THINKQA PRETREAT","QA3P","382","DIV382","3rd Party QA Software","3P","Third Party Hardware & Software","1","C#89542-30","C#89542-30","C#89542-30","Released","THINKQA CAPEX-PRETREAT TK3050","Movex IntegrationUser"
"THINKQA CX-IN VIVO","Yes","Feature","8/1/2025","Linac 3rd Party","QA3P","DOSIsoft","THINKQA Features","THINKQA IN VIVO","QA3P","382","DIV382","3rd Party QA Software","3P","Third Party Hardware & Software","1","C#89543-30","C#89543-30","C#89543-30","Released","THINKQA CAPEX-IN VIVO TK3060","Movex IntegrationUser"
"THINKQA CX-SDC UNITY","Yes","Feature","8/1/2025","Linac 3rd Party","QA3P","DOSIsoft","THINKQA Features","THINKQA SDC","QA3P","382","DIV382","3rd Party QA Software","3P","Third Party Hardware & Software","1","C#89547-30","C#89547-30","C#89547-30","Released","THINKQA CAPEX-SECONDARY DOSE CHECK FOR UNITY TK3020","Movex IntegrationUser"
"THINKQA CX-SDC LINAC","Yes","Feature","8/1/2025","Linac 3rd Party","QA3P","DOSIsoft","THINKQA Features","THINKQA SDC","QA3P","382","DIV382","3rd Party QA Software","3P","Third Party Hardware & Software","1","C#89549-30","C#89549-30","C#89549-30","Released","THINKQA CAPEX-SECONDARY DOSE CHECK FOR LINAC TK3010","Movex IntegrationUser"
"THINKQA SUBS-SDC LINAC","Yes","Feature","8/1/2025","Linac 3rd Party","QA3S","DOSIsoft","THINKQA Features","THINKQA SDC","QA3S","382","DIV382","3rd Party QA Software SAAS","3P","Third Party Hardware & Software","1","C#89552-30","C#89552-30","C#89552-30","Released","THINKQA SUBSCRIPTION-SECONDARY DOSE CHECK LINAC STK3010","Movex IntegrationUser"
"THINKQA SUBS-SDC UNITY","Yes","Feature","8/1/2025","Linac 3rd Party","QA3P","DOSIsoft","THINKQA Features","THINKQA SDC","QA3P","382","DIV382","3rd Party QA Software","3P","Third Party Hardware & Software","1","C#89553-30","C#89553-30","C#89553-30","Released","THINKQA SUBSCRIPTION-SECONDARY DOSE CHECK UNITY STK3020","Movex IntegrationUser"
"THINKQA SUBS-PRETREAT","Yes","Feature","8/1/2025","Linac 3rd Party","QA3P","DOSIsoft","THINKQA Features","THINKQA PRETREAT","QA3P","382","DIV382","3rd Party QA Software","3P","Third Party Hardware & Software","1","C#89554-30","C#89554-30","C#89554-30","Released","THINKQA SUBSCRIPTION-PRETREAT STK3050","Movex IntegrationUser"
"THINKQA SUBS-IN VIVO","Yes","Feature","8/1/2025","Linac 3rd Party","QA3P","DOSIsoft","THINKQA Features","THINKQA IN VIVO","QA3P","382","DIV382","3rd Party QA Software","3P","Third Party Hardware & Software","1","C#89555-30","C#89555-30","C#89555-30","Released","THINKQA SUBSCRIPTION-IN VIVO STK3060","Movex IntegrationUser"
"THINKQA - HOST WORKSTATION","Yes","Part","8/1/2025","Linac 3rd Party","QA3P","DOSIsoft","","","QA3P","382","DIV382","3rd Party QA Software","3P","Third Party Hardware & Software","1","C#89566","C#89566","C#89566","Released","THINKQA - HOST WORKSTATION","Movex IntegrationUser"
"THINKQA CX-LOGFILES LINAC","Yes","Feature","8/1/2025","Linac 3rd Party","QA3P","DOSIsoft","THINKQA Features","THINKQA LOG FILE","QA3P","382","DIV382","3rd Party QA Software","3P","Third Party Hardware & Software","1","C#89567-30","C#89567-30","C#89567-30","Released","THINKQA DELIVERY LOG FILE CHECK MODULE FOR LINACS TK3030","Movex IntegrationUser"
"THINKQA CX-LOGFILES UNITY","Yes","Feature","8/1/2025","Linac 3rd Party","QA3P","DOSIsoft","THINKQA Features","THINKQA LOG FILE","QA3P","382","DIV382","3rd Party QA Software","3P","Third Party Hardware & Software","1","C#89568-30","C#89568-30","C#89568-30","Released","THINKQA DELIVERY LOG FILE CHECK MODULE FOR UNITY TK3040","Movex IntegrationUser"
"THINKQA SUB-LOGFILES LINAC","Yes","Feature","8/1/2025","Linac 3rd Party","QA3S","DOSIsoft","THINKQA Features","THINKQA LOG FILE","QA3S","382","DIV382","3rd Party QA Software SAAS","3P","Third Party Hardware & Software","1","C#89569-30","C#89569-30","C#89569-30","Released","THINKQA DELIVERY LOG FILE CHECK MODULE FOR LINACS STK3030","Movex IntegrationUser"
"THINKQA SUB-LOGFILES UNITY","Yes","Feature","8/1/2025","Linac 3rd Party","QA3S","DOSIsoft","THINKQA Features","THINKQA LOG FILE","QA3S","382","DIV382","3rd Party QA Software SAAS","3P","Third Party Hardware & Software","1","C#89570-30","C#89570-30","C#89570-30","Released","THINKQA DELIVERY LOG FILE CHECK MODULE FOR UNITY STK3040","Movex IntegrationUser"
"THINKQA - HOST SERVER","Yes","Part","8/1/2025","Linac 3rd Party","QA3P","DOSIsoft","","","QA3P","382","DIV382","3rd Party QA Software","3P","Third Party Hardware & Software","1","C#89571","C#89571","C#89571","Released","THINKQA - HOST SERVER","Movex IntegrationUser"
"THINKQA CX-FULL PACK","Yes","Feature","8/1/2025","Linac 3rd Party","QA3P","DOSIsoft","THINKQA Features","THINKQA PACKAGE","QA3P","382","DIV382","3rd Party QA Software","3P","Third Party Hardware & Software","1","C#89575-30","C#89575-30","C#89575-30","Released","THINKQA FULL PACK - SDC, LOGFILE, PRETREAT, IN-VIVO TP3070","Movex IntegrationUser"
"THINKQA SUB-FULL PACK","Yes","Feature","8/1/2025","Linac 3rd Party","QA3S","DOSIsoft","THINKQA Features","THINKQA PACKAGE","QA3S","382","DIV382","3rd Party QA Software SAAS","3P","Third Party Hardware & Software","1","C#89579-30","C#89579-30","C#89579-30","Released","THINKQA FULL PACK - SDC, LOGFILE, PRETREAT, IN-VIVO STP3070","Movex IntegrationUser"
"THINKQA CX-UPG PTV-EPID PACK","Yes","Feature","8/8/2025","Linac 3rd Party","QA3P","DOSIsoft","THINKQA Features","THINKQA UPGRADE PACKAGE","QA3P","382","DIV382","3rd Party QA Software","3P","Third Party Hardware & Software","1","C#82006-30","C#82006-30","C#82006-30","Released","THINKQA UPG - PRE-TREATCHECK TO EPID PACK (PRETREAT, INVIVO)","Movex IntegrationUser"
"THINKQA CX-UPG IVD-EPID PACK","Yes","Feature","8/8/2025","Linac 3rd Party","QA3P","DOSIsoft","THINKQA Features","THINKQA UPGRADE PACKAGE","QA3P","382","DIV382","3rd Party QA Software","3P","Third Party Hardware & Software","1","C#82007-30","C#82007-30","C#82007-30","Released","THINKQA UPG - IN-VIVOCHECK TO EPID PACK (PRETREAT, INVIVO)","Movex IntegrationUser"
"THINKQA CX-UPG PTV, IVD-FULL","Yes","Feature","8/8/2025","Linac 3rd Party","QA3P","DOSIsoft","THINKQA Features","THINKQA UPGRADE PACKAGE","QA3P","382","DIV382","3rd Party QA Software","3P","Third Party Hardware & Software","1","C#82009-30","C#82009-30","C#82009-30","Released","THINKQA UPG - IN-VIVOCHECK AND PRE-TREATCHECK TO FULL PACK","Movex IntegrationUser"
"THINKQA CX-DOSE PACK LINAC","Yes","Feature","8/8/2025","Linac 3rd Party","QA3P","DOSIsoft","THINKQA Features","THINKQA PACKAGE","QA3P","382","DIV382","3rd Party QA Software","3P","Third Party Hardware & Software","1","C#89572-30","C#89572-30","C#89572-30","Released","THINKQA CALC PACK LINAC - SECDOS, LOGFILE TP3015","Movex IntegrationUser"
"THINKQA CX-DOSE PACK UNITY","Yes","Feature","8/8/2025","Linac 3rd Party","QA3P","DOSIsoft","THINKQA Features","THINKQA PACKAGE","QA3P","382","DIV382","3rd Party QA Software","3P","Third Party Hardware & Software","1","C#89573-30","C#89573-30","C#89573-30","Released","THINKQA CALC PACK UNITY - SECDOS, LOGFILE TP3025","Movex IntegrationUser"
"THINKQA CX-EPID PACK","Yes","Feature","8/8/2025","Linac 3rd Party","QA3P","DOSIsoft","THINKQA Features","THINKQA PACKAGE","QA3P","382","DIV382","3rd Party QA Software","3P","Third Party Hardware & Software","1","C#89574-30","C#89574-30","C#89574-30","Released","THINKQA EPID PACK -  PRETREAT CHECK, IN-VIVO CHECK TP3055","Movex IntegrationUser"
"THINKQA SUB-DOSE PACK LINAC","Yes","Feature","8/8/2025","Linac 3rd Party","QA3S","DOSIsoft","THINKQA Features","THINKQA PACKAGE","QA3S","382","DIV382","3rd Party QA Software SAAS","3P","Third Party Hardware & Software","1","C#89576-30","C#89576-30","C#89576-30","Released","THINKQA CALC PACK LINAC - SECDOS, LOGFILE STP3015","Movex IntegrationUser"
"THINKQA SUB-DOSE PACK UNITY","Yes","Feature","8/8/2025","Linac 3rd Party","QA3S","DOSIsoft","THINKQA Features","THINKQA PACKAGE","QA3S","382","DIV382","3rd Party QA Software SAAS","3P","Third Party Hardware & Software","1","C#89577-30","C#89577-30","C#89577-30","Released","THINKQA CALC PACK UNITY - SECDOS, LOGFILE STP3025","Movex IntegrationUser"
"THINKQA SUB-EPID PACK","Yes","Feature","8/8/2025","Linac 3rd Party","QA3S","DOSIsoft","THINKQA Features","THINKQA PACKAGE","QA3S","382","DIV382","3rd Party QA Software SAAS","3P","Third Party Hardware & Software","1","C#89578-30","C#89578-30","C#89578-30","Released","THINKQA EPID PACK -  PRETREAT CHECK, IN-VIVO CHECK STP3055","Movex IntegrationUser"
"SRP - ELEKTA PLATFORM","Yes","Software","9/26/2025","Informatics","OISS","OIS","","","OISS","382","DIV382","Informatics Subscriptions","SUBS","Subscription","1","C#89513-26","C#89513-26","C#89513-26","Released","SRP - ELEKTA PLATFORM SOFTWARE 2.6","Movex IntegrationUser"
"THINKQA MASTER DEVICE","Yes","Product","10/10/2025","Linac 3rd Party","QA3S","DOSIsoft","THINKQA","THINKQA","QA3S","382","DIV382","3rd Party QA Software SAAS","3P","Third Party Hardware & Software","1","#THINKQA","#THINKQA","#THINKQA","Released","THINKQA MASTER DEVICE","Movex IntegrationUser"
"AQUA 3.3 MACHINE QA SW LIC","Yes","Software","10/10/2025","Linac","AQSE","Undefined","AQUA SOFTWARE","AQUA SOFTWARE","AQUA","382","DIV382","AQUA Service","SVA","Service, Annual Package","1","C#89525-33","C#89525-33","C#89525-33","Released","AQUA 3.3 MACHINE QA SW LIC","Movex IntegrationUser"
"AQUA 3.3 SOFTWARE SUBSCRIPTION","Yes","Software","10/10/2025","Linac","AQSE","Undefined","","","AQSE","382","DIV382","AQUA Service","SUBS","Subscription","1","C#89530-33","C#89530-33","C#89530-33","Released","AQUA 3.3 SOFTWARE SUBSCRIPTION","Movex IntegrationUser"
"PERFORMANCE PLANNING CAPEX","Yes","Feature","11/14/2025","Linac TPS","CSRV","RTP","","","CMS1","382","DIV382","CMS mainten suppo","MONM","Monaco Products - Main","1","TPK-EOP-LITE-1","TPK-EOP-LITE-1","TPK-EOP-LITE-1","Released","PERFORMANCE PLANNING CAPEX","Movex IntegrationUser"
"CONTOURING USER LICENSE - ADD","Yes","Feature","1/23/2026","Linac TPS","PLA1","RTP","","","PLA1","382","DIV382","Treatment Planning License","MONS","Monaco Products - Other (Incl Printer, V","1","C#89591","C#89591","C#89591","Released","ELEKTA ONE PLANNING LITE ADD CONTOURING USER LICENSE MAESTRO","Movex IntegrationUser"
"SRP - ELEKTA PLATFORM","Yes","Software","3/21/2026","Linac TPS","CSRV","RTP","","","CMS1","382","DIV382","CMS mainten suppo","MONM","Monaco Products - Main","1","C#89513-28","C#89513-28","C#89513-28","Released","SRP - ELEKTA PLATFORM SOFTWARE 2.8","Movex IntegrationUser"
"EOO KVM KIT","Yes","Part","4/3/2026","Linac TPS","CSRV","RTP","","","CMS1","382","DIV382","CMS mainten suppo","HDWG","Hardware Upgrades","1","C#88590","C#88590","C#88590","Released","EOO KVM KIT","Movex IntegrationUser"
"PERFORMANCE PLANNING SUBS","Yes","Feature","5/8/2026","Other","CMSS","Undefined","","","CMSS","382","DIV382","SaaS for TPS","SUBS","Subscription","1","PCK-PERF-PLAN-1","PCK-PERF-PLAN-1","PCK-PERF-PLAN-1","Released","Performance Planning Subscription","Movex IntegrationUser"
"HW & HUB SW FOR MULTILOCATION","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","Xoft Hub","Xoft Hub","XHWP","386","DIV386","Xoft Service","6001","Xoft Controller","1","750906-H","750906-H","HSW100","Released","HSW100 HW & HUB SOFTWARE FOR MULTI-LOCATION","Movex IntegrationUser"
"PCK QA TOOL KITS","Yes","Product","1/20/2024","Xoft","XHWS","Xoft","Xoft Controller  Accessories","QA Tools for the Extended Length Balloon","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","750939","750939","F5840","Released","PCKGD QA TOOL KITS FOR BALLOON","Movex IntegrationUser"
"EXRADIN A20 ION CHAMBER","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","651176","651176","651176","Released","EXRADIN A20 ION CHAMBER","Movex IntegrationUser"
"REFURBISHED A20 ION CHAMBER","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6001","Xoft Controller","1","651176-R","651176-R","651176-R","Released","REFURBISHED A20 ION CHAMBER","Movex IntegrationUser"
"CONNECTOR HUB","Yes","Part","1/20/2024","Other","XHWS","Xoft","Xoft Physics kit","Hub Connector","XHWP","386","DIV386","Xoft Service","6003","Xoft Disposable Applicators","1","710023X","710023X","710023","Released","CONNECTOR HUB","Movex IntegrationUser"
"AXXENT USB KEY 1GB","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","710121","710121","710121","Released","AXXENT USB KEY 1GB","Movex IntegrationUser"
"VAGINAL APPLICATOR SET","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","Xoft Vaginal applicators","Vaginal Applicator Set","XHWP","386","DIV386","Xoft Service","6002","Xoft Applicators","1","710188","710188","AG3000","Released","VAGINAL APPLICATOR SET","Movex IntegrationUser"
"E2000 APPLICATOR CLAMP& BASE","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","Xoft Vaginal applicators","Clamp & Base Plate","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","710194","710194","E2000","Released","E2000 APPLICATOR CLAMP&BASE","Movex IntegrationUser"
"CONE 35MM SURFACE PRESS FIT","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6002","Xoft Applicators","1","710251","710251","SK1035","Released","CONE 35MM SURFACE PRESS FIT","Movex IntegrationUser"
"CONE 35MM SURFACE PRESS FIT","Yes","Part","1/20/2024","Other","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6002","Xoft Applicators","1","710251-R","710251-R","710251-R","Released","CONE 35MM SURFACE PRESS FIT","Movex IntegrationUser"
"CONE 10MM SURFACE PRESS FIT","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6002","Xoft Applicators","1","710261","710261","SK1010","Released","CONE 10MM SURFACE PRESS FIT","Movex IntegrationUser"
"CONE 10MM SURFACE PRESS FIT","Yes","Part","1/20/2024","Other","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6002","Xoft Applicators","1","710261-R","710261-R","710261-R","Released","CONE 10MM SURFACE PRESS FIT","Movex IntegrationUser"
"CONE 20MM SURFACE PRESS FIT","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6002","Xoft Applicators","1","710271","710271","SK1020","Released","CONE 20MM SURFACE PRESS FIT","Movex IntegrationUser"
"CONE 20MM SURFACE PRESS FIT","Yes","Part","1/20/2024","Other","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6002","Xoft Applicators","1","710271-R","710271-R","710271-R","Released","CONE 20MM SURFACE PRESS FIT","Movex IntegrationUser"
"CONE 50MM SURFACE PRESS FIT","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6002","Xoft Applicators","1","710281","710281","SK1050","Released","CONE 50MM SURFACE PRESS FIT","Movex IntegrationUser"
"CONE 50MM SURFACE PRESS FIT","Yes","Part","1/20/2024","Other","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6002","Xoft Applicators","1","710281-R","710281-R","710281-R","Released","CONE 50MM SURFACE PRESS FIT","Movex IntegrationUser"
"OR RAIL ADAPTER SURFACE","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","710313","710313","710313","Released","OR RAIL ADAPTER SURFACE","Movex IntegrationUser"
"OR RAIL ADAPTER SURFACE","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","710313-R","710313-R","710313-R","Released","OR RAIL ADAPTER SURFACE","Movex IntegrationUser"
"CLAMP ASSY SURFACE APPLICATOR","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","710340","710340","SK3000","Released","CLAMP ASSY SURFACE APPLICATOR","Movex IntegrationUser"
"REFURBISHED SURFACE APPLICATOR","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6002","Xoft Applicators","1","710340-R","710340-R","710340-R","Released","REFURBISHED SURFACE APPLICATOR","Movex IntegrationUser"
"PKG RADIATION SHIELD RIGID SET","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","Xoft Shielding","Rigid Shield","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","710644","710644","F5350","Released","PKGAGE RADIATION SHIELD RIGID SET","Movex IntegrationUser"
"PKG SHIELD RIGID 3CM","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","Xoft Shielding","Rigid Shield","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","710706","710706","F5350-3","Released","PKGAGE SHIELD RIGID 3CM","Movex IntegrationUser"
"PKG SHIELD RIGID 4CM","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","Xoft Shielding","Rigid Shield","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","710707","710707","F5350-4","Released","PKGAGE SHIELD RIGID 4CM","Movex IntegrationUser"
"PKG SHIELD RIGID 5CM","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","Xoft Shielding","Rigid Shield","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","710708","710708","F5350-5","Released","PKGAGE SHIELD RIGID 5CM","Movex IntegrationUser"
"PKG SHIELD RIGID 6CM","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","Xoft Shielding","Rigid Shield","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","710709","710709","F5350-6","Released","PKGAGE SHIELD RIGID 6CM","Movex IntegrationUser"
"PKG SHIELD RIGID 7CM","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","Xoft Shielding","Rigid Shield","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","710710","710710","F5350-7","Released","PKGAGE SHIELD RIGID 7CM","Movex IntegrationUser"
"CG1000 PACK SET CERVICAL APPL","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","Xoft Cervical applicators","Cervical Applicator","XHWP","386","DIV386","Xoft Service","6002","Xoft Applicators","1","710746","710746","CG1000","Released","CG1000 PCKGD  SET CERVICAL APPL","Movex IntegrationUser"
"CG4000 PCKGD CHANNEL SET CA","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","Xoft Cervical applicators","Cervical Applicator Channel Set","XHWP","386","DIV386","Xoft Service","6002","Xoft Applicators","1","710747","710747","CG4000","Released","CG4000 PCKGD  CHANNEL SET CA","Movex IntegrationUser"
"CG2000 PCKGD OVOID SET","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","Xoft Cervical applicators","Cervical Applicator Ovoid Set","XHWP","386","DIV386","Xoft Service","6002","Xoft Applicators","1","710751","710751","CG2000","Released","CG2000 PCKGD OVOID SET 2253CM CA","Movex IntegrationUser"
"PCKGD OVIOD 20CM CERVICAL","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","710752","710752","CG3020","Released","PCKGD OVIOD 20CM CERVICAL","Movex IntegrationUser"
"PCKGD OVOID 25CM CERVICAL","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","710758X","710758X","CG3025","Released","PCKGD OVOID 25CM CERVICAL","Movex IntegrationUser"
"PCKGD OVOID 30CM CERVICAL","Yes","Part","1/20/2024","Xoft","XHWS","Xoft","","","XHWP","386","DIV386","Xoft Service","6004","Xoft Accessories","1","710763","710763","CG3030","Released","PCKGD OVOID 30CM CERVICAL","Movex IntegrationUser"
