"Product Name","Installed Base Track","IP Type","Product: Created Date","Product Family","Product Group","Product Family Group","Product Service Group","Sibex Name","AARO Code","Business Area","Business Responsible","Product Group Description","Item Group","Item Group Description","Active (Product)","Product Code","Movex Part Number","Oracle CPQ Cloud Part Number","Status","Movex Full Description","Product: Created By"
"ESI: PRO IMPORT FROM ECS (EQUI","Yes","Feature","5/1/2020","Informatics","IMSO","OIS","","","IONC","371","DIV371","IMPAC onc services","MESI","Software Sales - External systems int MO","1","60904000000MO","60904000000MO","60904000000MO","Released","ESI: PRO IMPORT FROM ECS (EQUICARE)","Movex IntegrationUser"
"PATHWAY CONNECT CARE PLA KIT","Yes","Feature","5/14/2020","Informatics","IMSO","OIS","","","IONC","371","DIV371","IMPAC onc services","MESI","Software Sales - External systems int MO","1","60606000KT2MO","60606000KT2MO","60606000KT2MO","Released","Pathway Connect: Care Plan Output Kit","Movex IntegrationUser"
"PATIENT PORTAL OP APIS","Yes","Feature","5/14/2020","Informatics","IMSO","OIS","","","IONC","371","DIV371","IMPAC onc services","MESI","Software Sales - External systems int MO","1","60604000000","60604000000","60604000000","Released","Patient Portal Operation APIs","Movex IntegrationUser"
"FHIR CONSOLE","Yes","Feature","5/14/2020","Informatics","IMSO","OIS","","","IONC","371","DIV371","IMPAC onc services","MESI","Software Sales - External systems int MO","1","15900000002","15900000002","15900000002","Use then remove from assortment","FHIR Console","Movex IntegrationUser"
"ESI: DOC EXPORT TO ECS (EQUICA","Yes","Feature","5/14/2020","Informatics","IMSO","OIS","","","IONC","371","DIV371","IMPAC onc services","MESI","Software Sales - External systems int MO","1","60901000000MO","60901000000MO","60901000000MO","Released","ESI: DOCUMENT EXPORT TO ECS (EQUICARE)","Movex IntegrationUser"
"ESI: DOC IMPORT FR ECS (EQUIC","Yes","Feature","5/14/2020","Informatics","IMSO","OIS","","","IONC","371","DIV371","IMPAC onc services","MESI","Software Sales - External systems int MO","1","60902000000MO","60902000000MO","60902000000MO","Released","ESI: DOCUMENT IMPORT FROM ECS (EQUICARE)","Movex IntegrationUser"
"ESI: MEDFUSION PATIENT DOC OUT","Yes","Feature","5/14/2020","Informatics","IMSO","OIS","","","IONC","371","DIV371","IMPAC onc services","MESI","Software Sales - External systems int MO","1","60605000000MO","60605000000MO","60605000000MO","Released","ESI: Medfusion Patient Portal Document Outbound","Movex IntegrationUser"
"MOSAIQ VOICE","Yes","Product","6/5/2020","Informatics","OISS","OIS","MOSAIQ VOICE","MOSAIQ VOICE","OISS","371","DIV371","Informatics Subscriptions","ROQ","MOSAIQ Radiation Oncology","1","#MOSAIQVOICE","#MOSAIQVOICE","#MOSAIQVOICE","Released","MOSAIQ VOICE","Movex IntegrationUser"
"MOSAIQ TELEPORT","Yes","Product","6/5/2020","Informatics","OISS","OIS","MOSAIQ TELEPORT","MOSAIQ TELEPORT","OISS","371","DIV371","Informatics Subscriptions","ROQ","MOSAIQ Radiation Oncology","1","#MSQTELEPORT","#MSQTELEPORT","#MSQTELEPORT","Released","MOSAIQ TELEPORT","Movex IntegrationUser"
"SMARTCLINIC","Yes","Product","6/5/2020","Informatics","OISS","OIS","SMARTCLINIC","SMARTCLINIC","OISS","371","DIV371","Informatics Subscriptions","ROQ","MOSAIQ Radiation Oncology","1","#SMARTCLINIC","#SMARTCLINIC","#SMARTCLINIC","Released","SMARTCLINIC","Movex IntegrationUser"
"2D IMAGE REVIEW BASE LICENSE","Yes","Feature","8/28/2020","Informatics","IMSO","OIS","","","IONC","371","DIV371","IMPAC onc services","ROQ","MOSAIQ Radiation Oncology","1","55103001001IQRO","55103001001IQRO","55103001001IQRO","Released","2D MV image review license","Movex IntegrationUser"
"2D IMAGE REVIEW KV OPTION","Yes","Feature","8/28/2020","Informatics","IMSO","OIS","","","IONC","371","DIV371","IMPAC onc services","ROQ","MOSAIQ Radiation Oncology","1","55103001002IQRO","55103001002IQRO","55103001002IQRO","Released","2D KV image review license","Movex IntegrationUser"
"2D IMAGE REVIEW ADVANCED","Yes","Feature","8/28/2020","Informatics","IMSO","OIS","","","IONC","371","DIV371","IMPAC onc services","ROQ","MOSAIQ Radiation Oncology","1","55103001003IQRO","55103001003IQRO","55103001003IQRO","Released","Advanced Registration Algorithms","Movex IntegrationUser"
"2D IMAGE TREND REVIEW","Yes","Feature","8/28/2020","Informatics","IMSO","OIS","","","IONC","371","DIV371","IMPAC onc services","ROQ","MOSAIQ Radiation Oncology","1","55103001004IQRO","55103001004IQRO","55103001004IQRO","Released","Trend Review of 2D imaging results","Movex IntegrationUser"
"UNITY PLAN OF CARE OPION","Yes","Feature","8/28/2020","Informatics","IMSO","OIS","","","IONC","371","DIV371","IMPAC onc services","ROQ","MOSAIQ Radiation Oncology","1","55103001005IQRO","55103001005IQRO","55103001005IQRO","Released","Unity Plan of Care Option","Movex IntegrationUser"
"AUTODAILY QA","Yes","Feature","8/28/2020","Informatics","IMSO","OIS","","","IONC","371","DIV371","IMPAC onc services","ROQ","MOSAIQ Radiation Oncology","1","55103001006IQRO","55103001006IQRO","55103001006IQRO","Released","AutoDailyQA for AQUA","Movex IntegrationUser"
"TREATMENT SETUP WORKSPACE","Yes","Feature","8/28/2020","Informatics","IMSO","OIS","","","IONC","371","DIV371","IMPAC onc services","ROQ","MOSAIQ Radiation Oncology","1","55103001007IQRO","55103001007IQRO","55103001007IQRO","Released","Treatment SetUp Workspace","Movex IntegrationUser"
"CONN -  IHE-RO TDW II PROFILE","Yes","Feature","8/28/2020","Linac","EOSV","OIS","Particle Therapy Features","CONN - IHE-RO TDW II PROFILE","EORV","371","DIV371","R&V Elekta Linacs M&S","ROQ","MOSAIQ Radiation Oncology","1","55103001008IQRO","55103001008IQRO","55103001008IQRO","Released","Connectivity with IHE-RO TDW II profile","Movex IntegrationUser"
"MOSAIQ ASSIST ANNUAL SUB USER","Yes","Feature","9/4/2020","Informatics","OISS","OIS","MOSAIQ ASSIST LICENSE SUBSCRIPTIONS","MOSAIQ Assist Annual User Subscription - Limited","OISS","371","DIV371","Informatics Subscriptions","SVA","Service, Annual Package","1","15800000030","15800000030","15800000030","Released","MOSAIQ Assist Annual Subscription – Per User","Movex IntegrationUser"
"PROTON SETUP ROOM LICENSE","Yes","Feature","2/19/2021","Informatics","IMSO","OIS","MOSAIQ Plaza Package Other Device Connectivity Licenses","","IONC","371","DIV371","IMPAC onc services","ROQ","MOSAIQ Radiation Oncology","1","60000000102S","60000000102S","60000000102S","Released","Proton Setup room License","Movex IntegrationUser"
"CONNECTIVITY TO MILLING DEV SB","Yes","Feature","3/19/2021","Informatics","IMSO","OIS","MOSAIQ Plaza Package Other Device Connectivity Licenses","","IONC","371","DIV371","IMPAC onc services","ROQ","MOSAIQ Radiation Oncology","1","43700000000S","43700000000S","43700000000S","Released","Connectivity to Milling Device Subscription","Movex IntegrationUser"
"CONNECTIVITY TO PROTON PLAN SB","Yes","Feature","3/19/2021","Informatics","IMSO","OIS","MOSAIQ Plaza Package TPS Connectivity Licenses","","IONC","371","DIV371","IMPAC onc services","ROQ","MOSAIQ Radiation Oncology","1","40700000000S","40700000000S","40700000000S","Released","Connectivity to Proton Planning Subscription","Movex IntegrationUser"
"CON PROTON DEL-PASSIVE SCATTER","Yes","Feature","3/19/2021","Informatics","IMSO","OIS","MOSAIQ Plaza Package Tx Machine Connectivity Licenses","","IONC","371","DIV371","IMPAC onc services","ROQ","MOSAIQ Radiation Oncology","1","45710000000S","45710000000S","45710000000S","Released","CON PROTON DEL-PASSIVE SCATTER","Movex IntegrationUser"
"CONN PROTON DEL-SCANNED BEAM","Yes","Feature","3/19/2021","Informatics","IMSO","OIS","MOSAIQ Plaza Package Tx Machine Connectivity Licenses","","IONC","371","DIV371","IMPAC onc services","ROQ","MOSAIQ Radiation Oncology","1","45720000000S","45720000000S","45720000000S","Released","Connectivity to Proton Delivery - Scanned Beam","Movex IntegrationUser"
"CNCTVY TO PARTICLE THERPY IGRT","Yes","Feature","3/19/2021","Informatics","IMSO","OIS","MOSAIQ Plaza Package Tx Machine Connectivity Licenses","","IONC","371","DIV371","IMPAC onc services","ROQ","MOSAIQ Radiation Oncology","1","55410000000S","55410000000S","55410000000S","Released","CNCTVY TO PARTICLE THERPY IGRT","Movex IntegrationUser"
"MOSAIQ IGRT CON KIT -TRILOG SB","Yes","Feature","3/19/2021","Informatics","IMSO","OIS","MOSAIQ Plaza Package Tx Machine Connectivity Licenses","","IONC","371","DIV371","IMPAC onc services","ROQ","MOSAIQ Radiation Oncology","1","55500001410S","55500001410S","55500001410S","Released","MOSAIQ IGRT Connectivity Kit for Trilogy Subscription","Movex IntegrationUser"
"MOSAIQ IGRT CON -NOVALIS TX SB","Yes","Feature","3/19/2021","Informatics","IMSO","OIS","MOSAIQ Plaza Package Tx Machine Connectivity Licenses","","IONC","371","DIV371","IMPAC onc services","ROQ","MOSAIQ Radiation Oncology","1","55500001430S","55500001430S","55500001430S","Released","MOSAIQ IGRT Connectivity Kit for Novalis Tx Subscription","Movex IntegrationUser"
"ESI: LAB RSLT IMP FRM TBD M SB","Yes","Feature","3/19/2021","Informatics","IMSO","OIS","MOSAIQ Plaza Package ESI Licenses","","IONC","371","DIV371","IMPAC onc services","RESI","Software Sales - External systems int RO","1","64507000000S","64507000000S","64507000000S","Released","ESI: Lab Results Import from TBD - Meaningful Use Subscripti","Movex IntegrationUser"
"WORKFLOW ANALYSIS AND DESIGNMO","Yes","Feature","3/19/2021","Informatics","IMSO","OIS","MOSAIQ Plaza Package Consulting Services","","IONC","371","DIV371","IMPAC onc services","CS","CONSULTING SERVICES","1","90201000001MO","90201000001MO","90201000001MO","Released","Workflow Optimization for one Medical Oncology Department","Movex IntegrationUser"
"3RD PARTY SERVICES (OIS)","Yes","Product","10/21/2022","Informatics Service","IMSO","OIS","","3rd Party Services (Mosaiq)","IMSO","371","DIV371","IMPAC onc services","SERV","Service Renewal Contract","1","3RD-PARTY_IMSO","3RD-PARTY_IMSO","3RD-PARTY_IMSO","Released","3rd Party Service for Informatics","Movex IntegrationUser"
"PKG 1 - EFFICIENCY & INSIGHT","Yes","Feature","10/28/2022","Informatics","IMSO","OIS","MOSAIQ SmartClinic & MOA Promotional Package","","IONC","371","DIV371","IMPAC onc services","RESI","Software Sales - External systems int RO","1","PKG000000001","PKG000000001","PKG000000001","Released","Promotional Campaign for MOA and SmartClinic","Movex IntegrationUser"
"MQ PLAZA CONSOLE RO","Yes","Feature","1/25/2021","Informatics","IMSO","OIS","","","IONC","371","DIV371","IMPAC onc services","PS","Professional Services","1","8004968","8004968","8004968","Released","MOSAIQ Plaza Console Radiation Oncology Subscription","Movex IntegrationUser"
"UNITY SUPPLEMENT","Yes","Feature","1/25/2021","Informatics","OISS","OIS","MOSAIQ Plaza Package Tx Machine Connectivity Licenses","","OISS","371","DIV371","Informatics Subscriptions","SVA","Service, Annual Package","1","MPS00000011","MPS00000011","MPS00000011","Released","UNITY Supplement","Movex IntegrationUser"
"PARTICLE SUPPLEMENT","Yes","Feature","1/25/2021","Informatics","OISS","OIS","MOSAIQ Plaza Package Tx Machine Connectivity Licenses","","OISS","371","DIV371","Informatics Subscriptions","SVA","Service, Annual Package","1","MPS00000012","MPS00000012","MPS00000012","Released","Particle Supplement","Movex IntegrationUser"
"CARBON SUPPLEMENT","Yes","Feature","1/25/2021","Informatics","OISS","OIS","MOSAIQ Plaza Package Tx Machine Connectivity Licenses","","OISS","371","DIV371","Informatics Subscriptions","SVA","Service, Annual Package","1","MPS00000013","MPS00000013","MPS00000013","Released","Carbon Supplement","Movex IntegrationUser"
"SAP CRYSTAL REPORTS 2016 LIC","Yes","Feature","1/25/2021","Other","3PSS","Undefined","","","3PSS","371","DIV371","3P Service and Subscriptions","SUBS","Subscription","1","TPPCRYREP16LC","TPPCRYREP16LC","TPPCRYREP16LC","Released","SAP Crystal Reports 2016 License","Movex IntegrationUser"
"MOSAIQ RO-VALUE SUBSR","Yes","Feature","2/5/2021","Informatics","OISS","OIS","","","OISS","371","DIV371","Informatics Subscriptions","SVA","Service, Annual Package","1","25000000050IQRO","25000000050IQRO","25000000050IQRO","Released","MOSAIQ RO-Value Subscription","Movex IntegrationUser"
"MOSAIQ COMP BASE","Yes","Feature","2/5/2021","Informatics","OISS","OIS","MOSAIQ Plaza Package Licenses","MOSAIQ  PLAZA BASE COMP (SAAS)","OISS","371","DIV371","Informatics Subscriptions","SVA","Service, Annual Package","1","25000000100IQ","25000000100IQ","25000000100IQ","Released","MOSAIQ Comprehensive-Base","Movex IntegrationUser"
"MOSAIQ MO-BASE SUBSCR","Yes","Feature","2/5/2021","Informatics","OISS","OIS","MOSAIQ Plaza Package Licenses","MOSAIQ PLAZA BASE MO (SAAS)","OISS","371","DIV371","Informatics Subscriptions","SVA","Service, Annual Package","1","25000000100IQMO","25000000100IQMO","25000000100IQMO","Released","MOSAIQ MO-Base Subscription","Movex IntegrationUser"
"MOSAIQ RO-BASE SUBSCR","Yes","Software","2/5/2021","Informatics","OISS","OIS","MOSAIQ Plaza Package Licenses","MOSAIQ PLAZA  BASE RO (SAAS)","OISS","371","DIV371","Informatics Subscriptions","SVA","Service, Annual Package","1","25000000100IQRO","25000000100IQRO","25000000100IQRO","Released","MOSAIQ RO-Base Subscription","Movex IntegrationUser"
"MOSAIQ VOICE ANNUAL SUBSCR","Yes","Feature","2/5/2021","Informatics","OISS","OIS","MOSAIQ VOICE PLAZA PACKAGE LICENSE SUBSCRIPTIONS","MOSAIQ Voice Annual Subscription","OISS","371","DIV371","Informatics Subscriptions","SVA","Service, Annual Package","1","15800000002S","15800000002S","15800000002S","Released","MOSAIQ Voice Annual Subscription","Movex IntegrationUser"
"MOSAIQ TELEPORT SUBSCR","Yes","Feature","2/5/2021","Informatics","OISS","OIS","MOSAIQ TELEPORT PLAZA PACKAGE LICENSE SUBSCRIPTIONS","MOSAIQ Teleport Annual Site Subscription","OISS","371","DIV371","Informatics Subscriptions","SVA","Service, Annual Package","1","15800000008S","15800000008S","15800000008S","Released","MOSAIQ Teleport Subscription","Movex IntegrationUser"
"SMARTCLINIC MOBILITY SUBSCR","Yes","Feature","2/5/2021","Informatics","OISS","OIS","MOSAIQ SMARTCLINIC PLAZA PACKAGE LICENSE SUBSCRIPTIONS","SmartClinic Mobility SaaS Pkg License","OISS","371","DIV371","Informatics Subscriptions","SVA","Service, Annual Package","1","15800000017S","15800000017S","15800000017S","Released","MOSAIQ SmartClinic Mobility access - dept-yr Subscription","Movex IntegrationUser"
"MOSAIQ ASSIST ANNUAL USER SUBS","Yes","Feature","2/5/2021","Informatics","OISS","OIS","MOSAIQ ASSIST PLAZA PACKAGE LICENSE SUBSCRIPTIONS","MOSAIQ Assist Annual User Subs - Unlimited","OISS","371","DIV371","Informatics Subscriptions","SVA","Service, Annual Package","1","15800000030S","15800000030S","15800000030S","Released","MOSAIQ Assist – Per User Subscription","Movex IntegrationUser"
"SMARTCLINIC SMARTBOARDS","Yes","Feature","2/5/2021","Informatics","OISS","OIS","MOSAIQ SMARTCLINIC PLAZA PACKAGE LICENSE SUBSCRIPTIONS","SmartClinic SmartBoards SaaS Pkg License","OISS","371","DIV371","Informatics Subscriptions","SUBS","Subscription","1","15800000031S","15800000031S","15800000031S","Released","MOSAIQ SmartClinic Smartboards Subscription","Movex IntegrationUser"
"CONN TO XSTRAHL ORTHOVOLTAGE","Yes","Feature","2/5/2021","Informatics","IMSO","OIS","MOSAIQ Plaza Package Tx Machine Connectivity Licenses","","IONC","371","DIV371","IMPAC onc services","ROQ","MOSAIQ Radiation Oncology","1","45010027001S","45010027001S","45010027001S","Released","Connectivity to Xstrahl TP1 Orthovoltage","Movex IntegrationUser"
"CONNECTIVITY TO EQUINOX COBALT","Yes","Feature","2/5/2021","Informatics","IMSO","OIS","MOSAIQ Plaza Package Tx Machine Connectivity Licenses","","IONC","371","DIV371","IMPAC onc services","ROQ","MOSAIQ Radiation Oncology","1","45010028001S","45010028001S","45010028001S","Released","Connectivity to Equinox Cobalt Machine","Movex IntegrationUser"
"CONN TO NUCLET/OLDELFT SIM SB","Yes","Feature","2/5/2021","Informatics","IMSO","OIS","MOSAIQ Plaza Package Imaging Connectivity Licenses","","IONC","371","DIV371","IMPAC onc services","ROQ","MOSAIQ Radiation Oncology","1","45012010102S","45012010102S","45012010102S","Released","CONN TO NUCLETRON/OLDELFT SIM SUBSCR","Movex IntegrationUser"
"CON TO NUMONICS FILM DIGITIZER","Yes","Feature","2/5/2021","Informatics","IMSO","OIS","MOSAIQ Plaza Package Other Device Connectivity Licenses","","IONC","371","DIV371","IMPAC onc services","ROQ","MOSAIQ Radiation Oncology","1","45013000000S","45013000000S","45013000000S","Released","Connectivity to Numonics Film Digitizer","Movex IntegrationUser"
"CONNECTIVITY TO RAYSTATION SB","Yes","Feature","2/5/2021","Informatics","IMSO","OIS","MOSAIQ Plaza Package TPS Connectivity Licenses","","IONC","371","DIV371","IMPAC onc services","ROQ","MOSAIQ Radiation Oncology","1","450140000002S","450140000002S","450140000002S","Released","Connectivity to Raystation Subscription","Movex IntegrationUser"
"CONNECTIV TO 3RD PARTY TPS SB","Yes","Feature","2/5/2021","Informatics","IMSO","OIS","MOSAIQ Plaza Package TPS Connectivity Licenses","","IONC","371","DIV371","IMPAC onc services","ROQ","MOSAIQ Radiation Oncology","1","45014000000S","45014000000S","45014000000S","Released","Connectivity to 3rd Party TPS Subscription","Movex IntegrationUser"
"CONN TO DICOM RT VAR ECLIPSE","Yes","Feature","2/5/2021","Informatics","IMSO","OIS","MOSAIQ Plaza Package TPS Connectivity Licenses","","IONC","371","DIV371","IMPAC onc services","ROQ","MOSAIQ Radiation Oncology","1","45014001002S","45014001002S","45014001002S","Released","Connectivity to DICOM RT Varian Eclipse","Movex IntegrationUser"
"CONN TO DICOM RT GE ADVAN SIM","Yes","Feature","2/5/2021","Informatics","IMSO","OIS","MOSAIQ Plaza Package Imaging Connectivity Licenses","","IONC","371","DIV371","IMPAC onc services","ROQ","MOSAIQ Radiation Oncology","1","45014004001S","45014004001S","45014004001S","Released","Connectivity to DICOM RT GE Advantage Sim","Movex IntegrationUser"
"CON TO DICOM RT BRAINLAB IPLAN","Yes","Feature","2/5/2021","Informatics","IMSO","OIS","MOSAIQ Plaza Package TPS Connectivity Licenses","","IONC","371","DIV371","IMPAC onc services","ROQ","MOSAIQ Radiation Oncology","1","45014005110S","45014005110S","45014005110S","Released","Connectivity to DICOM RT BrainLAB iPlan","Movex IntegrationUser"
"CONNECTIVITY TO  MONACO","Yes","Feature","2/5/2021","Informatics","IMSO","OIS","MOSAIQ Plaza Package TPS Connectivity Licenses","","IONC","371","DIV371","IMPAC onc services","ROQ","MOSAIQ Radiation Oncology","1","45014020010S","45014020010S","45014020010S","Released","CONNECTIVITY TO MONACO","Movex IntegrationUser"
"CONN TO DICOM RT PHIL ADAC/PIN","Yes","Feature","2/5/2021","Informatics","IMSO","OIS","MOSAIQ Plaza Package TPS Connectivity Licenses","","IONC","371","DIV371","IMPAC onc services","ROQ","MOSAIQ Radiation Oncology","1","45014022001S","45014022001S","45014022001S","Released","Connectivity to DICOM RT Philips/ADAC Pinnacle","Movex IntegrationUser"
